model,redshift,sub_id,logMstar,resid,bbarolo_rc
CDM,2.0,27525,10.370,4.2698,0
CDM,1.0,67549,9.769,4.2669,0
vSIDM,2.0,23808,10.291,4.2667,0
CDM,2.0,29001,10.252,4.2628,0
SIDM1,1.0,71322,9.833,4.2592,0
SIDM1,2.0,34068,10.250,4.2588,0
SIDM1,0.5,30212,10.863,4.2533,0
vSIDM,2.0,20329,10.462,4.2520,0
vSIDM,4.0,1936,10.742,4.2517,0
vSIDM,2.0,22657,10.012,4.2500,0
vSIDM,2.0,27025,10.349,4.2498,0
SIDM1,2.0,15269,10.508,4.2494,0
SIDM1,0.5,70882,10.318,4.2484,0
vSIDM,1.0,47223,10.614,4.2411,0
vSIDM,0.5,73132,10.336,4.2408,0
vSIDM,2.0,30783,9.935,4.2404,0
vSIDM,2.0,24580,10.314,4.2398,0
SIDM1,3.0,17508,9.983,4.2391,0
SIDM1,1.0,59586,10.105,4.2389,0
vSIDM,0.5,69956,10.368,4.2385,0
SIDM1,2.0,39300,9.943,4.2368,0
CDM,0.5,78142,10.187,4.2346,0
SIDM1,0.5,69971,10.508,4.2343,0
SIDM1,0.5,69336,10.639,4.2334,0
CDM,2.0,33495,10.138,4.2297,0
vSIDM,1.0,32803,11.006,4.2289,0
SIDM1,2.0,14034,10.690,4.2271,0
vSIDM,2.0,19508,10.601,4.2264,0
SIDM1,1.0,38538,10.947,4.2248,0
CDM,1.0,39763,10.693,4.2214,0
SIDM1,1.0,66001,10.268,4.2181,0
vSIDM,1.0,49290,10.057,4.2156,0
CDM,3.0,12116,10.058,4.2153,0
vSIDM,1.0,37931,10.586,4.2143,0
SIDM1,1.0,41959,10.887,4.2143,0
vSIDM,1.0,42069,10.745,4.2135,0
vSIDM,2.0,30233,10.131,4.2127,0
SIDM1,3.0,15074,9.974,4.2083,0
vSIDM,0.5,71478,10.205,4.2072,0
CDM,1.0,58339,10.098,4.2071,0
vSIDM,2.0,42855,9.777,4.2067,0
vSIDM,2.0,30672,10.151,4.2058,0
vSIDM,3.0,15740,9.842,4.2051,0
vSIDM,0.5,86162,9.773,4.2027,0
CDM,2.0,34921,9.798,4.2007,0
CDM,1.0,54304,9.985,4.2001,0
CDM,2.0,10589,11.154,4.1984,0
vSIDM,1.0,45521,10.514,4.1978,0
vSIDM,1.0,62709,9.944,4.1974,0
CDM,1.0,67147,9.775,4.1973,0
SIDM1,2.0,27881,10.138,4.1971,0
CDM,0.5,83662,10.177,4.1937,0
CDM,2.0,44414,9.786,4.1892,0
SIDM1,1.0,62730,9.990,4.1885,0
vSIDM,2.0,38153,9.810,4.1874,0
CDM,2.0,38311,10.070,4.1850,0
SIDM1,2.0,39058,9.753,4.1843,0
SIDM1,1.0,52488,10.444,4.1842,0
vSIDM,1.0,53278,10.361,4.1842,0
CDM,2.0,21435,10.614,4.1819,0
CDM,1.0,54191,10.493,4.1818,0
CDM,2.0,32827,10.124,4.1811,0
vSIDM,2.0,38107,9.891,4.1796,0
SIDM1,2.0,39510,9.879,4.1787,0
SIDM1,2.0,33144,10.160,4.1773,0
vSIDM,2.0,31597,9.762,4.1763,0
CDM,1.0,55968,10.374,4.1762,0
CDM,3.0,19064,9.902,4.1729,0
SIDM1,2.0,34982,10.094,4.1702,0
CDM,1.0,61402,10.256,4.1693,0
vSIDM,2.0,23537,10.136,4.1688,0
vSIDM,2.0,17862,10.721,4.1677,0
CDM,3.0,5270,10.226,4.1651,0
SIDM1,3.0,13187,10.213,4.1646,0
SIDM1,2.0,25605,9.896,4.1636,0
vSIDM,3.0,10992,9.867,4.1635,0
SIDM1,2.0,32420,9.758,4.1634,0
SIDM1,2.0,22891,9.832,4.1598,0
CDM,1.0,66265,9.933,4.1568,0
CDM,0.5,58864,10.883,4.1520,0
SIDM1,1.0,42890,10.095,4.1506,0
SIDM1,2.0,32680,9.895,4.1504,0
vSIDM,3.0,11063,9.902,4.1500,0
CDM,2.0,36518,9.892,4.1487,0
CDM,2.0,22946,10.354,4.1406,0
CDM,2.0,28431,10.387,4.1366,0
CDM,2.0,30850,10.392,4.1350,0
vSIDM,2.0,23303,10.593,4.1343,0
SIDM1,0.5,65844,10.682,4.1308,0
SIDM1,2.0,23181,10.446,4.1294,0
SIDM1,1.0,63030,9.898,4.1290,0
vSIDM,2.0,28469,10.202,4.1264,0
vSIDM,2.0,32569,9.959,4.1247,0
SIDM1,1.0,67029,10.111,4.1206,0
CDM,1.0,50652,10.213,4.1203,0
vSIDM,1.0,57600,9.986,4.1201,0
SIDM1,0.5,62519,10.822,4.1180,0
CDM,1.0,56989,10.177,4.1158,0
SIDM1,0.5,70162,10.447,4.1152,0
vSIDM,2.0,38936,9.917,4.1124,0
CDM,1.0,58763,10.079,4.1101,0
SIDM1,2.0,35656,10.199,4.1095,0
SIDM1,2.0,35956,10.006,4.1075,0
CDM,2.0,22778,10.523,4.1075,0
CDM,2.0,9971,11.076,4.1062,0
CDM,2.0,45581,9.752,4.1053,0
SIDM1,1.0,62645,10.167,4.1046,0
CDM,2.0,30811,10.396,4.1045,0
vSIDM,1.0,52731,10.370,4.1033,0
vSIDM,1.0,55008,9.970,4.1010,0
CDM,2.0,35799,9.773,4.1009,0
SIDM1,0.5,51494,10.882,4.1008,0
SIDM1,2.0,31341,10.302,4.0987,0
CDM,2.0,17788,10.699,4.0965,0
SIDM1,2.0,17605,10.758,4.0962,0
CDM,1.0,75324,9.738,4.0959,0
SIDM1,2.0,39197,9.814,4.0927,0
CDM,0.5,68991,10.572,4.0927,0
SIDM1,0.5,54727,10.596,4.0924,0
CDM,1.0,64051,10.145,4.0903,0
vSIDM,2.0,27186,10.063,4.0877,0
CDM,0.5,87614,9.728,4.0809,0
SIDM1,0.5,75424,10.040,4.0808,0
vSIDM,2.0,39001,9.735,4.0798,0
SIDM1,2.0,37362,9.961,4.0789,0
CDM,0.5,74291,10.046,4.0756,0
SIDM1,1.0,61733,10.194,4.0712,0
vSIDM,2.0,40858,9.818,4.0693,0
CDM,1.0,50131,10.603,4.0670,0
CDM,1.0,54376,10.431,4.0645,0
CDM,1.0,54102,10.258,4.0625,0
vSIDM,1.0,43334,10.634,4.0616,0
CDM,2.0,36717,9.984,4.0608,0
vSIDM,2.0,35499,10.174,4.0595,0
CDM,2.0,14269,10.725,4.0580,0
vSIDM,2.0,40985,9.755,4.0567,0
SIDM1,2.0,11685,11.019,4.0549,0
SIDM1,0.5,72867,10.460,4.0534,0
CDM,1.0,54700,10.254,4.0518,0
CDM,2.0,26897,10.189,4.0505,0
CDM,1.0,19958,11.371,4.0499,0
vSIDM,1.0,60536,10.044,4.0498,0
CDM,2.0,36153,9.813,4.0495,0
CDM,1.0,62913,9.806,4.0487,0
SIDM1,1.0,67755,9.919,4.0476,0
vSIDM,0.5,57190,10.703,4.0445,0
vSIDM,1.0,39461,10.966,4.0438,0
vSIDM,1.0,58787,10.396,4.0435,0
SIDM1,1.0,47182,10.737,4.0427,0
CDM,1.0,59688,9.860,4.0384,0
vSIDM,2.0,16875,10.110,4.0372,0
CDM,2.0,35100,10.048,4.0364,0
vSIDM,2.0,23165,10.001,4.0348,0
CDM,2.0,11639,11.032,4.0316,0
SIDM1,2.0,28355,10.331,4.0311,0
CDM,2.0,23553,10.423,4.0308,0
vSIDM,1.0,57360,10.006,4.0302,0
SIDM1,3.0,14820,10.322,4.0294,0
CDM,1.0,49715,10.469,4.0293,0
vSIDM,3.0,18648,9.922,4.0279,0
CDM,2.0,38533,10.168,4.0276,0
CDM,2.0,31603,10.181,4.0256,0
vSIDM,2.0,27336,10.314,4.0216,0
vSIDM,0.5,67880,10.452,4.0211,0
vSIDM,0.5,69335,9.993,4.0208,0
vSIDM,1.0,68075,9.737,4.0191,0
CDM,1.0,63550,10.303,4.0186,0
SIDM1,2.0,41994,9.878,4.0186,0
CDM,2.0,31467,10.030,4.0170,0
SIDM1,2.0,49599,9.862,4.0150,0
SIDM1,2.0,37335,10.173,4.0141,0
CDM,1.0,71097,9.939,4.0132,0
CDM,3.0,20118,10.057,4.0122,0
SIDM1,1.0,60118,10.193,4.0087,0
CDM,1.0,55570,10.273,4.0067,0
CDM,0.5,63831,10.779,4.0065,0
CDM,2.0,26370,10.434,4.0058,0
vSIDM,3.0,7587,10.538,4.0055,0
CDM,1.0,58023,10.018,4.0053,0
SIDM1,2.0,32962,10.336,4.0051,0
CDM,1.0,56236,10.457,4.0050,0
vSIDM,2.0,28230,10.169,4.0047,0
SIDM1,2.0,26575,10.228,4.0043,0
CDM,2.0,45196,9.899,4.0043,0
SIDM1,2.0,16385,10.646,4.0031,0
vSIDM,0.5,74258,10.407,4.0026,0
vSIDM,1.0,62947,9.733,3.9991,0
SIDM1,1.0,52022,10.725,3.9967,0
CDM,1.0,32625,11.063,3.9957,0
vSIDM,1.0,60255,10.053,3.9944,0
vSIDM,1.0,66346,10.054,3.9935,0
vSIDM,2.0,27590,9.957,3.9935,0
CDM,0.5,64036,10.245,3.9923,0
CDM,0.5,85598,9.822,3.9824,0
CDM,1.0,34212,10.474,3.9801,0
CDM,2.0,30521,10.071,3.9782,0
CDM,3.0,16286,9.828,3.9767,0
CDM,1.0,53651,10.630,3.9757,0
vSIDM,2.0,21604,9.780,3.9738,0
CDM,0.5,66125,10.530,3.9725,0
CDM,2.0,31107,10.353,3.9721,0
SIDM1,0.5,65940,10.738,3.9715,0
CDM,2.0,35530,9.847,3.9707,0
vSIDM,2.0,34211,9.870,3.9690,0
SIDM1,0.5,60682,10.388,3.9679,0
CDM,3.0,17419,9.910,3.9668,0
CDM,1.0,45199,10.695,3.9628,0
CDM,2.0,33536,10.127,3.9593,0
vSIDM,1.0,47071,10.754,3.9590,0
SIDM1,1.0,50470,9.978,3.9556,0
SIDM1,1.0,54560,10.316,3.9550,0
CDM,2.0,15559,10.477,3.9535,0
CDM,2.0,39582,9.900,3.9483,0
SIDM1,2.0,22621,10.007,3.9480,0
vSIDM,0.5,74115,9.998,3.9465,0
SIDM1,1.0,59967,10.437,3.9464,0
vSIDM,2.0,33822,9.952,3.9463,0
SIDM1,1.0,32384,10.802,3.9450,0
CDM,3.0,24022,9.803,3.9434,0
CDM,0.5,50485,10.837,3.9432,0
CDM,0.5,79834,9.948,3.9431,0
CDM,1.0,52371,10.510,3.9430,0
vSIDM,0.5,41991,11.167,3.9429,0
SIDM1,1.0,57811,10.068,3.9425,0
SIDM1,2.0,28162,10.221,3.9413,0
vSIDM,1.0,45907,10.804,3.9411,0
vSIDM,2.0,16621,10.783,3.9389,0
vSIDM,2.0,30640,10.057,3.9363,0
SIDM1,1.0,44885,10.630,3.9340,0
CDM,3.0,12468,10.489,3.9333,0
SIDM1,2.0,35699,9.789,3.9310,0
SIDM1,2.0,23812,10.548,3.9298,0
vSIDM,0.5,61466,10.769,3.9294,0
SIDM1,1.0,53720,10.452,3.9275,0
vSIDM,1.0,65435,9.985,3.9258,0
CDM,2.0,22848,10.245,3.9254,0
CDM,2.0,29403,10.349,3.9243,0
SIDM1,2.0,26028,10.355,3.9234,0
vSIDM,0.5,67283,10.423,3.9230,0
SIDM1,2.0,41806,9.771,3.9228,0
CDM,0.5,67633,10.659,3.9228,0
SIDM1,4.0,8809,9.827,3.9226,0
vSIDM,2.0,15162,10.732,3.9222,0
CDM,1.0,55021,10.394,3.9208,0
CDM,1.0,48733,10.100,3.9205,0
SIDM1,2.0,39164,9.987,3.9194,0
vSIDM,2.0,26465,10.250,3.9139,0
vSIDM,1.0,58858,10.152,3.9135,0
CDM,2.0,35164,10.164,3.9106,0
vSIDM,2.0,29583,10.016,3.9101,0
SIDM1,0.5,85546,9.950,3.9095,0
SIDM1,0.5,85290,9.847,3.9090,0
SIDM1,1.0,49247,10.561,3.9086,0
SIDM1,2.0,34105,10.051,3.9072,0
CDM,0.5,64312,10.594,3.9034,0
vSIDM,2.0,33117,9.803,3.8980,0
SIDM1,0.5,75856,10.504,3.8949,0
vSIDM,2.0,32712,9.800,3.8946,0
SIDM1,2.0,30949,9.841,3.8921,0
vSIDM,2.0,26799,10.346,3.8920,0
CDM,0.5,69197,10.673,3.8916,0
vSIDM,0.5,64565,10.599,3.8894,0
CDM,0.5,69338,10.664,3.8867,0
SIDM1,1.0,60681,10.043,3.8854,0
SIDM1,1.0,69033,9.753,3.8853,0
SIDM1,1.0,54130,10.420,3.8827,0
SIDM1,1.0,41417,10.589,3.8811,0
vSIDM,0.5,62650,10.716,3.8806,0
SIDM1,2.0,32038,10.203,3.8800,0
CDM,1.0,65032,9.939,3.8795,0
SIDM1,2.0,30108,10.428,3.8771,0
SIDM1,2.0,39032,10.011,3.8770,0
SIDM1,1.0,32156,11.045,3.8736,0
SIDM1,1.0,34088,10.513,3.8690,0
SIDM1,0.5,71216,10.334,3.8685,0
SIDM1,1.0,59859,10.363,3.8649,0
SIDM1,1.0,45136,10.706,3.8644,0
vSIDM,2.0,33553,9.769,3.8644,0
CDM,1.0,46246,10.255,3.8640,0
CDM,0.5,75669,10.490,3.8582,0
vSIDM,1.0,48074,10.656,3.8577,0
SIDM1,1.0,57281,10.219,3.8572,0
CDM,0.5,59852,10.913,3.8554,0
vSIDM,1.0,62321,9.773,3.8549,0
vSIDM,2.0,36868,9.956,3.8538,0
SIDM1,2.0,32645,10.040,3.8537,0
vSIDM,2.0,36505,9.857,3.8528,0
vSIDM,2.0,35226,9.931,3.8523,0
CDM,2.0,31136,10.219,3.8514,0
CDM,2.0,16617,10.498,3.8512,0
vSIDM,0.5,68285,10.527,3.8486,0
SIDM1,0.5,77076,10.507,3.8474,0
vSIDM,2.0,31556,10.166,3.8454,0
vSIDM,1.0,60022,10.211,3.8450,0
vSIDM,1.0,48619,10.468,3.8449,0
vSIDM,0.5,67498,10.550,3.8404,0
CDM,1.0,41006,10.735,3.8396,0
vSIDM,1.0,53238,10.494,3.8393,0
SIDM1,1.0,61995,10.137,3.8376,0
CDM,1.0,38157,10.863,3.8363,0
vSIDM,1.0,51339,10.440,3.8350,0
SIDM1,2.0,31490,10.053,3.8347,0
vSIDM,0.5,68501,10.383,3.8342,0
SIDM1,1.0,44784,10.789,3.8329,0
CDM,1.0,51300,10.533,3.8324,0
CDM,0.5,76369,10.406,3.8306,0
CDM,0.5,74970,10.423,3.8260,0
SIDM1,0.5,77608,10.191,3.8255,0
vSIDM,2.0,39469,9.771,3.8252,0
CDM,1.0,47158,10.727,3.8248,0
SIDM1,0.5,83044,9.729,3.8235,0
CDM,2.0,37800,9.992,3.8216,0
SIDM1,2.0,36574,9.910,3.8154,0
vSIDM,0.5,61639,10.515,3.8114,0
CDM,3.0,11935,9.874,3.8110,0
SIDM1,1.0,56056,10.363,3.8093,0
SIDM1,3.0,14778,10.029,3.8084,0
CDM,0.5,89867,9.959,3.8072,0
vSIDM,2.0,30067,10.138,3.8054,0
vSIDM,1.0,64177,9.795,3.8018,0
CDM,2.0,18131,10.790,3.7979,0
SIDM1,2.0,39609,9.923,3.7956,0
vSIDM,1.0,50723,10.338,3.7954,0
SIDM1,2.0,35619,10.134,3.7945,0
vSIDM,0.5,72293,9.856,3.7900,0
vSIDM,2.0,41479,9.865,3.7900,0
vSIDM,1.0,49458,10.367,3.7894,0
SIDM1,2.0,35331,9.838,3.7891,0
vSIDM,1.0,33664,10.782,3.7889,0
vSIDM,1.0,49734,10.348,3.7881,0
vSIDM,1.0,55757,10.246,3.7879,0
CDM,0.5,70127,10.401,3.7876,0
vSIDM,1.0,65413,10.107,3.7865,0
SIDM1,1.0,57364,10.088,3.7857,0
SIDM1,3.0,20839,9.969,3.7854,0
SIDM1,1.0,69570,9.764,3.7851,0
vSIDM,2.0,26620,10.168,3.7844,0
vSIDM,2.0,14286,10.865,3.7835,0
SIDM1,2.0,21717,10.070,3.7817,0
CDM,1.0,45581,10.225,3.7813,0
SIDM1,0.5,82635,10.132,3.7788,0
vSIDM,1.0,72956,9.754,3.7785,0
SIDM1,0.5,77418,10.271,3.7742,0
SIDM1,2.0,38377,9.837,3.7720,0
vSIDM,2.0,38843,9.797,3.7710,0
SIDM1,1.0,29598,11.052,3.7696,0
vSIDM,2.0,18397,10.651,3.7687,0
vSIDM,1.0,56936,10.049,3.7682,0
vSIDM,0.5,70896,10.457,3.7671,0
vSIDM,1.0,35017,10.699,3.7657,0
SIDM1,2.0,35488,9.967,3.7643,0
CDM,1.0,45437,10.702,3.7636,0
CDM,2.0,29759,10.309,3.7581,0
SIDM1,1.0,50112,10.615,3.7565,0
CDM,1.0,46836,10.533,3.7528,0
SIDM1,1.0,58914,10.247,3.7514,0
SIDM1,2.0,36028,10.002,3.7495,0
SIDM1,1.0,65575,10.029,3.7477,0
SIDM1,2.0,26256,10.094,3.7441,0
CDM,2.0,37287,9.886,3.7431,0
vSIDM,2.0,33343,10.123,3.7422,0
vSIDM,1.0,44160,10.224,3.7417,0
vSIDM,0.5,24064,11.169,3.7405,0
SIDM1,2.0,20347,10.683,3.7397,0
vSIDM,1.0,58334,10.270,3.7388,0
SIDM1,0.5,70984,10.448,3.7353,0
vSIDM,2.0,36940,9.849,3.7348,0
SIDM1,2.0,18594,10.787,3.7348,0
SIDM1,1.0,56465,10.360,3.7347,0
CDM,2.0,34170,9.901,3.7336,0
SIDM1,2.0,34544,10.071,3.7333,0
SIDM1,0.5,73924,10.392,3.7281,0
SIDM1,2.0,31878,10.147,3.7240,0
SIDM1,2.0,37763,9.924,3.7191,0
vSIDM,1.0,37016,10.953,3.7189,0
SIDM1,1.0,43779,10.560,3.7188,0
SIDM1,2.0,41177,10.028,3.7180,0
CDM,2.0,33063,10.136,3.7169,0
SIDM1,2.0,30188,10.385,3.7163,0
SIDM1,2.0,34021,9.894,3.7153,0
CDM,1.0,43394,10.771,3.7141,0
CDM,2.0,45863,9.796,3.7133,0
SIDM1,1.0,74488,9.796,3.7122,0
vSIDM,0.5,68789,10.209,3.7118,0
vSIDM,1.0,58624,10.010,3.7112,0
SIDM1,1.0,52342,10.287,3.7099,0
vSIDM,2.0,38130,9.875,3.7070,0
vSIDM,1.0,67165,9.845,3.7006,0
vSIDM,2.0,25437,10.270,3.6989,0
vSIDM,1.0,49964,10.611,3.6976,0
vSIDM,2.0,16266,10.542,3.6953,0
CDM,2.0,16752,10.575,3.6953,0
vSIDM,0.5,70047,10.361,3.6952,0
CDM,1.0,67865,10.164,3.6942,0
SIDM1,2.0,29697,10.258,3.6925,0
vSIDM,0.5,78503,9.830,3.6909,0
CDM,2.0,46703,9.780,3.6903,0
CDM,1.0,49102,10.681,3.6891,0
vSIDM,0.5,54234,10.686,3.6863,0
vSIDM,0.5,79650,9.974,3.6853,0
SIDM1,1.0,53964,10.303,3.6831,0
CDM,0.5,65147,10.456,3.6828,0
CDM,3.0,17185,10.001,3.6819,0
CDM,1.0,67775,9.916,3.6811,0
SIDM1,2.0,44343,9.868,3.6805,0
CDM,1.0,70917,9.765,3.6795,0
CDM,1.0,72014,9.915,3.6787,0
CDM,0.5,69824,10.142,3.6769,0
CDM,1.0,54166,10.710,3.6730,0
CDM,1.0,55356,10.027,3.6727,0
vSIDM,1.0,64429,10.233,3.6718,0
SIDM1,1.0,41070,10.514,3.6715,0
vSIDM,1.0,68351,10.165,3.6713,0
CDM,2.0,35585,9.991,3.6706,0
SIDM1,2.0,41106,9.817,3.6702,0
vSIDM,3.0,15672,9.953,3.6693,0
vSIDM,2.0,28657,9.875,3.6658,0
vSIDM,0.5,70544,10.323,3.6650,0
vSIDM,1.0,64274,9.912,3.6636,0
vSIDM,1.0,27554,10.973,3.6634,0
SIDM1,1.0,53439,10.408,3.6596,0
SIDM1,1.0,34267,10.748,3.6561,0
SIDM1,1.0,62890,10.358,3.6548,0
vSIDM,0.5,48436,10.777,3.6526,0
vSIDM,2.0,30838,9.887,3.6481,0
CDM,1.0,41396,10.803,3.6480,0
CDM,1.0,48195,10.787,3.6477,0
vSIDM,0.5,74177,10.217,3.6475,0
vSIDM,2.0,29710,9.986,3.6467,0
vSIDM,2.0,34461,9.947,3.6461,0
vSIDM,1.0,68469,9.817,3.6445,0
SIDM1,2.0,29650,10.402,3.6431,0
CDM,2.0,43899,9.760,3.6426,0
SIDM1,2.0,33042,10.085,3.6418,0
SIDM1,1.0,66257,9.839,3.6411,0
vSIDM,1.0,57324,10.131,3.6408,0
CDM,1.0,58552,10.247,3.6401,0
CDM,1.0,47474,10.288,3.6394,0
CDM,2.0,23625,10.372,3.6385,0
SIDM1,1.0,54408,10.151,3.6382,0
vSIDM,1.0,38405,10.288,3.6366,0
CDM,1.0,60258,10.147,3.6361,0
SIDM1,1.0,58596,10.077,3.6327,0
SIDM1,0.5,57572,10.755,3.6299,0
SIDM1,1.0,55612,10.294,3.6299,0
vSIDM,1.0,25006,11.022,3.6291,0
CDM,0.5,73414,10.316,3.6289,0
SIDM1,3.0,9329,10.474,3.6278,0
vSIDM,0.5,76505,9.892,3.6275,0
CDM,0.5,67361,10.486,3.6261,0
CDM,2.0,34381,10.095,3.6251,0
CDM,0.5,60668,10.845,3.6195,0
SIDM1,2.0,24382,10.071,3.6194,0
SIDM1,1.0,49435,10.520,3.6183,0
vSIDM,2.0,31380,10.055,3.6170,0
vSIDM,2.0,35059,9.910,3.6168,0
CDM,0.5,76881,10.293,3.6168,0
SIDM1,2.0,28812,10.427,3.6140,0
SIDM1,2.0,13826,10.708,3.6137,0
SIDM1,2.0,31551,10.127,3.6136,0
CDM,2.0,24468,9.915,3.6113,0
vSIDM,1.0,53668,10.129,3.6088,0
SIDM1,1.0,46008,10.291,3.6063,0
SIDM1,2.0,41968,9.821,3.6056,0
SIDM1,2.0,16775,10.780,3.6052,0
SIDM1,0.5,73859,10.475,3.6051,0
SIDM1,2.0,35803,10.018,3.6049,0
vSIDM,0.5,69654,10.548,3.6044,0
vSIDM,1.0,67665,10.026,3.6010,0
vSIDM,0.5,76682,10.111,3.5997,0
vSIDM,1.0,61077,10.125,3.5992,0
CDM,0.5,68218,10.522,3.5973,0
SIDM1,0.5,91325,9.894,3.5968,0
SIDM1,2.0,30408,10.287,3.5948,0
vSIDM,0.5,58412,10.752,3.5943,0
CDM,2.0,28353,10.117,3.5939,0
vSIDM,3.0,9636,10.456,3.5895,0
SIDM1,1.0,31340,10.995,3.5886,0
vSIDM,0.5,69123,10.384,3.5876,0
CDM,0.5,80658,10.218,3.5861,0
CDM,1.0,47366,10.120,3.5861,0
SIDM1,2.0,37393,9.748,3.5835,0
CDM,2.0,33350,9.906,3.5824,0
CDM,2.0,39249,9.798,3.5791,0
vSIDM,2.0,28741,10.324,3.5776,0
SIDM1,2.0,27350,10.201,3.5764,0
vSIDM,1.0,54663,10.086,3.5762,0
vSIDM,0.5,65808,10.489,3.5758,0
SIDM1,1.0,75912,9.788,3.5748,0
SIDM1,3.0,13872,10.085,3.5742,0
SIDM1,1.0,65463,9.837,3.5739,0
vSIDM,2.0,23239,10.522,3.5733,0
SIDM1,1.0,67198,10.250,3.5693,0
CDM,3.0,14226,9.971,3.5684,0
CDM,1.0,72736,10.093,3.5676,0
CDM,1.0,59815,9.883,3.5669,0
vSIDM,2.0,33036,9.853,3.5611,0
vSIDM,2.0,27140,10.233,3.5607,0
vSIDM,2.0,28018,10.257,3.5591,0
vSIDM,2.0,37179,9.893,3.5590,0
vSIDM,2.0,30999,10.315,3.5586,0
SIDM1,2.0,38736,9.973,3.5565,0
vSIDM,1.0,56802,10.199,3.5560,0
SIDM1,1.0,47781,10.203,3.5551,0
CDM,1.0,63988,9.905,3.5541,0
CDM,2.0,28034,10.141,3.5541,0
vSIDM,2.0,29474,10.148,3.5526,0
SIDM1,1.0,51313,10.630,3.5523,0
SIDM1,0.5,62808,10.779,3.5510,0
vSIDM,0.5,70837,10.532,3.5502,0
CDM,0.5,84059,10.160,3.5484,0
vSIDM,1.0,57818,9.967,3.5466,0
SIDM1,0.5,73771,10.178,3.5419,0
SIDM1,1.0,60276,9.882,3.5418,0
CDM,1.0,51932,10.355,3.5413,0
CDM,3.0,17529,9.887,3.5401,0
CDM,1.0,57891,10.057,3.5386,0
CDM,2.0,33659,10.084,3.5366,0
CDM,0.5,59330,10.794,3.5349,0
vSIDM,2.0,18959,9.898,3.5327,0
CDM,1.0,60782,10.352,3.5315,0
vSIDM,1.0,35831,10.801,3.5313,0
SIDM1,0.5,81833,10.049,3.5302,0
SIDM1,1.0,77577,9.733,3.5297,0
CDM,2.0,29511,10.448,3.5288,0
vSIDM,1.0,58888,10.040,3.5284,0
SIDM1,2.0,34369,10.125,3.5272,0
CDM,0.5,61751,10.734,3.5271,0
SIDM1,1.0,58465,10.304,3.5264,0
SIDM1,1.0,55931,10.444,3.5254,0
SIDM1,2.0,44552,9.762,3.5236,0
SIDM1,2.0,39582,9.899,3.5229,0
vSIDM,0.5,78397,10.061,3.5207,0
vSIDM,1.0,64452,9.716,3.5200,0
vSIDM,2.0,39770,9.915,3.5186,0
SIDM1,3.0,9765,10.561,3.5158,0
vSIDM,1.0,46072,10.496,3.5141,0
SIDM1,2.0,46611,9.826,3.5136,0
SIDM1,0.5,74944,10.439,3.5120,0
SIDM1,0.5,64951,10.312,3.5111,0
vSIDM,0.5,60669,10.496,3.5108,0
vSIDM,0.5,78777,10.164,3.5105,0
CDM,1.0,60664,9.739,3.5105,0
vSIDM,1.0,61005,10.074,3.5104,0
vSIDM,0.5,69034,10.291,3.5100,0
vSIDM,1.0,59334,10.228,3.5080,0
SIDM1,0.5,79420,10.259,3.5071,0
vSIDM,3.0,13663,10.276,3.5070,0
CDM,2.0,22683,10.329,3.5055,0
vSIDM,0.5,70757,10.244,3.5050,0
CDM,2.0,31314,10.233,3.5036,0
CDM,1.0,47080,10.584,3.5031,0
vSIDM,1.0,35609,10.714,3.5014,0
vSIDM,0.5,78297,9.790,3.5002,0
SIDM1,1.0,58963,10.376,3.4997,0
SIDM1,1.0,65818,10.157,3.4997,0
vSIDM,0.5,84978,9.801,3.4997,0
SIDM1,0.5,70599,10.305,3.4989,0
SIDM1,1.0,43069,10.709,3.4984,0
vSIDM,3.0,17939,10.031,3.4972,0
vSIDM,2.0,28314,10.396,3.4963,0
SIDM1,1.0,69820,9.886,3.4962,0
vSIDM,1.0,49388,10.571,3.4956,0
SIDM1,1.0,39949,10.370,3.4954,0
CDM,2.0,23147,9.932,3.4950,0
CDM,2.0,39930,9.800,3.4945,0
SIDM1,0.5,71454,10.598,3.4942,0
vSIDM,1.0,59835,10.166,3.4935,0
CDM,1.0,66032,10.276,3.4930,0
SIDM1,2.0,32994,10.115,3.4929,0
SIDM1,1.0,63773,10.313,3.4928,0
SIDM1,0.5,75938,10.109,3.4919,0
CDM,1.0,56192,10.531,3.4919,0
vSIDM,2.0,32475,9.841,3.4902,0
vSIDM,0.5,38640,10.997,3.4898,0
SIDM1,0.5,75701,10.251,3.4889,0
SIDM1,1.0,67421,9.834,3.4884,0
vSIDM,0.5,65972,10.553,3.4866,0
vSIDM,1.0,55253,10.374,3.4862,0
SIDM1,2.0,30808,10.193,3.4858,0
CDM,0.5,76562,10.583,3.4857,0
SIDM1,1.0,62384,10.192,3.4856,0
vSIDM,1.0,45794,10.580,3.4852,0
CDM,0.5,69893,10.644,3.4851,0
SIDM1,0.5,61393,10.340,3.4845,0
SIDM1,1.0,69413,10.091,3.4842,0
SIDM1,1.0,68725,10.006,3.4831,0
CDM,0.5,70727,10.475,3.4821,0
SIDM1,2.0,24998,10.326,3.4811,0
SIDM1,1.0,55207,10.328,3.4802,0
CDM,2.0,35635,9.936,3.4791,0
SIDM1,1.0,64340,10.252,3.4789,0
SIDM1,1.0,67468,10.078,3.4768,0
CDM,0.5,68816,10.530,3.4762,0
SIDM1,2.0,41082,10.035,3.4751,0
vSIDM,1.0,70666,9.982,3.4746,0
SIDM1,1.0,51968,10.650,3.4741,0
