model,redshift,sub_id,logMstar,resid,bbarolo_rc
vSIDM,1.0,36202,10.799,5.8318,0
CDM,3.0,5810,10.181,5.8250,0
CDM,0.5,57592,10.793,5.8137,0
SIDM1,3.0,4652,10.903,5.8129,0
SIDM1,2.0,36996,10.159,5.8089,0
SIDM1,3.0,6564,10.764,5.8084,0
vSIDM,3.0,6366,10.582,5.8016,0
vSIDM,4.0,5941,9.860,5.7964,0
CDM,2.0,37316,9.897,5.7873,0
vSIDM,3.0,6494,9.948,5.7872,0
vSIDM,2.0,24177,10.262,5.7796,0
SIDM1,1.0,45275,10.816,5.7745,0
CDM,2.0,23722,10.428,5.7703,0
vSIDM,2.0,25263,10.104,5.7659,0
CDM,2.0,9704,10.834,5.7596,0
vSIDM,0.5,57899,10.586,5.7582,0
SIDM1,2.0,24324,10.403,5.7561,0
CDM,2.0,13529,10.685,5.7542,0
SIDM1,4.0,2393,10.392,5.7532,0
vSIDM,1.0,41919,10.455,5.7525,0
SIDM1,1.0,55680,10.121,5.7490,0
CDM,2.0,25694,10.239,5.7370,0
vSIDM,2.0,34015,9.837,5.7336,0
CDM,2.0,23272,10.415,5.7334,0
CDM,3.0,20790,9.773,5.7328,0
CDM,3.0,10146,10.032,5.7282,0
SIDM1,3.0,18624,10.025,5.7150,0
SIDM1,2.0,10543,11.160,5.7119,0
CDM,3.0,10707,10.426,5.7113,0
CDM,2.0,18452,10.293,5.7028,0
vSIDM,1.0,28769,10.966,5.6992,0
CDM,1.0,28498,10.978,5.6979,0
CDM,3.0,8673,10.217,5.6924,0
SIDM1,3.0,6458,10.506,5.6891,0
CDM,3.0,6984,10.607,5.6867,0
SIDM1,3.0,13707,10.005,5.6845,0
SIDM1,2.0,29769,9.988,5.6803,0
SIDM1,2.0,38911,9.974,5.6751,0
CDM,3.0,15838,9.834,5.6739,0
CDM,3.0,17079,9.943,5.6716,0
CDM,2.0,25522,10.392,5.6658,0
CDM,2.0,31172,10.356,5.6653,0
vSIDM,3.0,13321,10.106,5.6612,0
SIDM1,2.0,12613,10.684,5.6546,0
SIDM1,2.0,16248,10.590,5.6535,0
SIDM1,1.0,48421,10.558,5.6512,0
vSIDM,2.0,19049,10.472,5.6491,0
SIDM1,3.0,19513,9.882,5.6478,0
vSIDM,4.0,2211,10.371,5.6384,0
vSIDM,2.0,28501,9.946,5.6368,0
SIDM1,3.0,14303,10.052,5.6342,0
SIDM1,1.0,50017,10.538,5.6271,0
CDM,1.0,58898,10.315,5.6234,0
vSIDM,2.0,29371,10.112,5.6223,0
SIDM1,0.5,64292,10.203,5.6180,0
CDM,3.0,14904,10.058,5.6139,0
vSIDM,2.0,27766,10.375,5.6137,0
CDM,2.0,28111,10.084,5.6126,0
vSIDM,4.0,1861,10.595,5.6074,0
vSIDM,1.0,50450,10.411,5.5980,0
SIDM1,2.0,23273,10.474,5.5968,0
SIDM1,2.0,22994,10.493,5.5966,0
vSIDM,3.0,10487,9.934,5.5902,0
SIDM1,1.0,40315,10.657,5.5890,0
CDM,4.0,7316,9.989,5.5823,0
CDM,2.0,23970,10.255,5.5728,0
SIDM1,2.0,36862,10.000,5.5693,0
vSIDM,3.0,9956,10.493,5.5686,0
CDM,3.0,13144,10.284,5.5666,0
vSIDM,2.0,18263,9.832,5.5664,0
vSIDM,2.0,15453,10.606,5.5662,0
SIDM1,4.0,7377,9.851,5.5565,0
vSIDM,3.0,10691,9.959,5.5547,0
SIDM1,2.0,19987,10.486,5.5547,0
vSIDM,2.0,22912,10.235,5.5514,0
vSIDM,0.5,65247,10.509,5.5500,0
CDM,3.0,12411,10.462,5.5488,0
vSIDM,2.0,22428,9.962,5.5365,0
CDM,2.0,33625,10.045,5.5351,0
SIDM1,4.0,8086,9.854,5.5318,0
SIDM1,2.0,33283,10.109,5.5314,0
CDM,1.0,45707,10.429,5.5313,0
SIDM1,3.0,10718,10.063,5.5304,0
vSIDM,2.0,30573,10.289,5.5301,0
CDM,2.0,21249,10.473,5.5283,0
SIDM1,2.0,30737,10.032,5.5170,0
SIDM1,3.0,11659,9.967,5.5150,0
CDM,4.0,8337,9.804,5.5148,0
SIDM1,1.0,17938,11.392,5.5143,0
vSIDM,3.0,15886,9.904,5.5112,0
SIDM1,3.0,14401,10.097,5.5067,0
SIDM1,1.0,48511,10.818,5.5048,0
vSIDM,2.0,12507,10.410,5.4984,0
SIDM1,2.0,26972,10.302,5.4954,0
SIDM1,0.5,48950,10.926,5.4952,0
CDM,2.0,20822,10.446,5.4871,0
SIDM1,1.0,49668,10.801,5.4806,0
CDM,1.0,53964,10.510,5.4759,0
SIDM1,3.0,19880,10.086,5.4741,0
CDM,2.0,19038,10.762,5.4729,0
CDM,2.0,28678,10.050,5.4699,0
SIDM1,3.0,20996,9.885,5.4581,0
CDM,3.0,12955,9.988,5.4560,0
SIDM1,2.0,29963,9.974,5.4507,0
vSIDM,2.0,18781,10.336,5.4368,0
SIDM1,4.0,5349,10.161,5.4309,0
vSIDM,1.0,53770,10.034,5.4275,0
CDM,2.0,21621,10.578,5.4270,0
SIDM1,1.0,70226,9.904,5.4233,0
vSIDM,3.0,16980,9.865,5.4207,0
vSIDM,3.0,11481,10.266,5.4194,0
vSIDM,2.0,16146,10.631,5.4163,0
vSIDM,2.0,12972,10.726,5.4154,0
vSIDM,4.0,3975,10.197,5.4132,0
SIDM1,2.0,30659,10.153,5.4064,0
vSIDM,2.0,25524,10.335,5.4032,0
SIDM1,3.0,18928,9.908,5.3959,0
vSIDM,0.5,68025,10.555,5.3955,0
vSIDM,2.0,26682,10.029,5.3877,0
CDM,2.0,22026,10.361,5.3869,0
vSIDM,3.0,1548,10.698,5.3818,0
vSIDM,2.0,34949,9.992,5.3691,0
SIDM1,3.0,2483,10.817,5.3598,0
vSIDM,2.0,23730,10.190,5.3592,0
vSIDM,0.5,48275,10.693,5.3541,0
SIDM1,2.0,12434,10.669,5.3535,0
vSIDM,1.0,36639,10.784,5.3525,0
SIDM1,2.0,36742,9.876,5.3414,0
CDM,2.0,18542,10.626,5.3411,0
SIDM1,3.0,15441,10.093,5.3411,0
SIDM1,3.0,0,11.292,5.3365,0
vSIDM,2.0,33403,10.119,5.3302,0
vSIDM,1.0,38604,10.589,5.3280,0
CDM,2.0,27915,10.301,5.3240,0
vSIDM,0.5,73773,9.951,5.3223,0
CDM,1.0,65461,9.812,5.3179,0
CDM,2.0,38127,9.823,5.3174,0
CDM,2.0,16483,10.734,5.3096,0
CDM,1.0,47815,10.884,5.3069,0
vSIDM,0.5,30484,10.829,5.3063,0
SIDM1,2.0,31664,10.084,5.3060,0
SIDM1,2.0,40566,9.844,5.3010,0
vSIDM,2.0,29641,10.143,5.3006,0
SIDM1,3.0,17131,9.912,5.2996,0
vSIDM,1.0,42153,10.744,5.2942,0
CDM,3.0,13789,10.082,5.2933,0
CDM,2.0,32037,10.008,5.2926,0
CDM,3.0,15361,10.272,5.2880,0
vSIDM,2.0,24509,9.858,5.2845,0
CDM,2.0,40208,9.897,5.2835,0
vSIDM,1.0,53621,10.200,5.2830,0
SIDM1,2.0,36256,9.947,5.2820,0
CDM,1.0,53442,10.318,5.2784,0
SIDM1,3.0,20039,9.900,5.2739,0
SIDM1,1.0,55866,10.196,5.2732,0
CDM,2.0,16890,10.387,5.2692,0
SIDM1,2.0,22739,10.571,5.2678,0
SIDM1,2.0,37575,9.856,5.2645,0
SIDM1,1.0,46462,10.363,5.2643,0
vSIDM,3.0,14334,10.010,5.2596,0
CDM,3.0,18552,9.980,5.2587,0
CDM,1.0,33421,10.850,5.2528,0
SIDM1,2.0,28974,10.422,5.2514,0
CDM,1.0,49926,10.478,5.2507,0
CDM,2.0,33766,10.232,5.2480,0
SIDM1,2.0,21321,10.420,5.2426,0
SIDM1,2.0,16902,10.380,5.2377,0
vSIDM,2.0,31137,10.019,5.2359,0
CDM,3.0,16494,9.917,5.2331,0
vSIDM,2.0,32837,9.911,5.2300,0
vSIDM,2.0,18867,10.586,5.2293,0
CDM,4.0,2127,10.544,5.2291,0
vSIDM,2.0,22839,10.397,5.2264,0
vSIDM,2.0,34164,9.925,5.2249,0
CDM,3.0,19603,9.881,5.2146,0
SIDM1,2.0,32917,9.968,5.2111,0
vSIDM,2.0,22195,10.270,5.2092,0
vSIDM,2.0,17904,10.567,5.2001,0
vSIDM,1.0,20896,11.060,5.2000,0
SIDM1,1.0,52727,10.587,5.1973,0
vSIDM,1.0,49551,10.470,5.1864,0
CDM,2.0,43340,9.935,5.1746,0
SIDM1,2.0,20527,10.390,5.1729,0
SIDM1,0.5,48117,10.649,5.1729,0
SIDM1,2.0,34824,10.163,5.1702,0
vSIDM,2.0,29279,10.031,5.1673,0
vSIDM,0.5,61003,10.747,5.1626,0
vSIDM,1.0,50788,10.338,5.1611,0
SIDM1,2.0,37056,9.803,5.1603,0
CDM,2.0,17260,10.659,5.1599,0
vSIDM,3.0,8865,10.401,5.1553,0
SIDM1,3.0,23312,9.821,5.1535,0
vSIDM,2.0,35764,9.918,5.1387,0
CDM,3.0,15497,9.936,5.1359,0
CDM,1.0,55724,10.247,5.1345,0
SIDM1,2.0,25235,10.387,5.1345,0
vSIDM,2.0,31656,9.897,5.1336,0
CDM,4.0,5025,10.037,5.1317,0
vSIDM,3.0,8431,10.535,5.1289,0
vSIDM,3.0,13200,9.953,5.1266,0
CDM,3.0,4713,10.603,5.1253,0
CDM,3.0,9959,10.543,5.1229,0
CDM,1.0,52223,10.607,5.1194,0
vSIDM,1.0,73692,9.874,5.1166,0
vSIDM,2.0,32874,10.207,5.1150,0
SIDM1,3.0,9400,10.123,5.1149,0
vSIDM,1.0,40142,10.782,5.1141,0
vSIDM,3.0,9279,10.520,5.1127,0
vSIDM,3.0,11741,9.894,5.1093,0
SIDM1,2.0,28302,10.119,5.1003,0
vSIDM,1.0,47314,10.459,5.0954,0
CDM,1.0,37956,10.798,5.0948,0
SIDM1,2.0,19039,10.610,5.0941,0
SIDM1,1.0,50195,10.489,5.0931,0
CDM,2.0,27607,10.429,5.0862,0
CDM,3.0,0,11.260,5.0841,0
vSIDM,2.0,36529,9.858,5.0790,0
SIDM1,2.0,31370,9.968,5.0767,0
vSIDM,2.0,19886,10.365,5.0750,0
CDM,2.0,33026,10.292,5.0727,0
SIDM1,0.5,77161,10.089,5.0724,0
CDM,0.5,64195,10.757,5.0691,0
SIDM1,2.0,23756,10.622,5.0689,0
CDM,1.0,58607,10.210,5.0655,0
SIDM1,1.0,48909,10.574,5.0647,0
SIDM1,2.0,9182,10.815,5.0617,0
CDM,3.0,20483,9.946,5.0556,0
vSIDM,2.0,30531,10.088,5.0536,0
vSIDM,2.0,34517,9.817,5.0527,0
vSIDM,1.0,44798,10.498,5.0518,0
CDM,3.0,6783,10.416,5.0506,0
SIDM1,1.0,63222,10.109,5.0489,0
SIDM1,2.0,29207,10.142,5.0484,0
CDM,1.0,62286,10.047,5.0476,0
CDM,3.0,13640,10.203,5.0471,0
CDM,4.0,4482,10.332,5.0466,0
CDM,3.0,12685,9.942,5.0463,0
SIDM1,1.0,27549,11.161,5.0461,0
vSIDM,1.0,43461,10.187,5.0429,0
CDM,3.0,15783,10.053,5.0425,0
CDM,1.0,60078,10.113,5.0388,0
SIDM1,3.0,15698,9.853,5.0332,0
CDM,1.0,46005,10.337,5.0321,0
vSIDM,2.0,36021,9.803,5.0318,0
SIDM1,1.0,35270,10.851,5.0316,0
SIDM1,0.5,63864,10.728,5.0308,0
SIDM1,2.0,27955,10.478,5.0298,0
CDM,2.0,27138,10.339,5.0266,0
SIDM1,2.0,27624,10.161,5.0230,0
CDM,2.0,32792,9.989,5.0223,0
vSIDM,3.0,13973,10.212,5.0222,0
SIDM1,1.0,37014,10.843,5.0203,0
SIDM1,1.0,38304,10.492,5.0197,0
SIDM1,2.0,15416,10.549,5.0131,0
vSIDM,1.0,53050,10.467,5.0093,0
CDM,3.0,15058,10.141,5.0083,0
SIDM1,3.0,10309,9.972,5.0027,0
SIDM1,2.0,19479,10.730,5.0010,0
vSIDM,1.0,50647,10.432,5.0002,0
CDM,2.0,8136,11.422,4.9999,0
vSIDM,1.0,49093,10.308,4.9993,0
CDM,2.0,26428,10.123,4.9991,0
SIDM1,2.0,32727,9.990,4.9975,0
vSIDM,3.0,13735,10.168,4.9967,0
SIDM1,2.0,23969,10.330,4.9956,0
SIDM1,3.0,11569,9.873,4.9942,0
SIDM1,2.0,17964,10.762,4.9935,0
vSIDM,1.0,53515,10.298,4.9896,0
CDM,2.0,7066,11.088,4.9848,0
CDM,2.0,36114,10.091,4.9775,0
CDM,1.0,37738,10.826,4.9736,0
vSIDM,2.0,24115,10.251,4.9727,0
vSIDM,3.0,18473,9.897,4.9685,0
SIDM1,3.0,11289,10.115,4.9646,0
SIDM1,0.5,68333,10.511,4.9624,0
CDM,2.0,17905,10.452,4.9562,0
vSIDM,3.0,5748,10.467,4.9533,0
vSIDM,2.0,20819,10.209,4.9520,0
CDM,0.5,65557,10.300,4.9473,0
SIDM1,2.0,34316,9.928,4.9411,0
CDM,1.0,52031,10.658,4.9401,0
CDM,1.0,35368,11.003,4.9375,0
vSIDM,2.0,28912,9.906,4.9361,0
SIDM1,1.0,43508,10.780,4.9342,0
vSIDM,2.0,33005,10.148,4.9244,0
SIDM1,0.5,72080,10.440,4.9210,0
CDM,3.0,12534,10.370,4.9152,0
SIDM1,3.0,12067,10.007,4.9137,0
SIDM1,2.0,30990,10.275,4.9083,0
CDM,1.0,58654,10.102,4.9046,0
CDM,1.0,54776,10.487,4.9017,0
SIDM1,2.0,23433,10.340,4.8994,0
SIDM1,4.0,4399,10.348,4.8976,0
SIDM1,1.0,61859,10.172,4.8934,0
SIDM1,2.0,20274,10.365,4.8912,0
CDM,2.0,26980,10.275,4.8903,0
CDM,3.0,4568,10.715,4.8900,0
vSIDM,2.0,20719,10.401,4.8870,0
SIDM1,4.0,2316,10.774,4.8781,0
SIDM1,3.0,17786,9.870,4.8704,0
vSIDM,1.0,58061,10.210,4.8685,0
CDM,1.0,53675,10.441,4.8627,0
SIDM1,1.0,45007,10.776,4.8583,0
CDM,2.0,32557,9.909,4.8581,0
vSIDM,2.0,24648,10.367,4.8576,0
SIDM1,2.0,36347,9.916,4.8560,0
CDM,1.0,34859,10.845,4.8559,0
CDM,1.0,44723,10.691,4.8522,0
vSIDM,2.0,29437,9.768,4.8497,0
vSIDM,1.0,55645,10.040,4.8466,0
CDM,3.0,15719,9.899,4.8450,0
CDM,2.0,41232,10.030,4.8436,0
SIDM1,1.0,66512,9.972,4.8417,0
CDM,0.5,52743,10.603,4.8410,0
SIDM1,4.0,6369,9.924,4.8397,0
CDM,3.0,17767,9.808,4.8359,0
SIDM1,2.0,21425,10.084,4.8328,0
vSIDM,1.0,58227,10.282,4.8326,0
SIDM1,2.0,24463,10.216,4.8312,0
CDM,1.0,32380,10.942,4.8258,0
CDM,3.0,16383,9.799,4.8236,0
vSIDM,2.0,22540,10.251,4.8231,0
vSIDM,1.0,46659,10.533,4.8229,0
CDM,2.0,29248,10.067,4.8226,0
CDM,0.5,83086,10.008,4.8224,0
vSIDM,2.0,15782,10.733,4.8207,0
vSIDM,2.0,19328,10.155,4.8166,0
vSIDM,2.0,5253,11.176,4.8153,0
vSIDM,3.0,21399,9.784,4.8144,0
vSIDM,2.0,18012,9.951,4.8121,0
vSIDM,2.0,33661,9.937,4.8097,0
CDM,1.0,48392,10.482,4.8087,0
SIDM1,2.0,41607,9.976,4.8087,0
CDM,1.0,65855,10.085,4.8076,0
CDM,1.0,41959,10.664,4.8056,0
CDM,1.0,41542,10.779,4.8050,0
CDM,1.0,51390,10.293,4.8007,0
SIDM1,1.0,45854,10.394,4.7954,0
CDM,0.5,86773,9.741,4.7933,0
vSIDM,1.0,42644,10.807,4.7921,0
CDM,1.0,55862,10.295,4.7910,0
CDM,2.0,22519,10.135,4.7890,0
CDM,2.0,24971,10.200,4.7830,0
vSIDM,1.0,34323,10.806,4.7805,0
SIDM1,0.5,69569,9.901,4.7780,0
CDM,1.0,51019,10.683,4.7760,0
SIDM1,2.0,18448,10.664,4.7743,0
SIDM1,2.0,32225,9.968,4.7740,0
SIDM1,2.0,39948,10.078,4.7735,0
SIDM1,4.0,5294,10.108,4.7721,0
SIDM1,3.0,16255,9.989,4.7683,0
SIDM1,2.0,6018,11.193,4.7640,0
vSIDM,3.0,7464,10.207,4.7631,0
vSIDM,2.0,33310,9.878,4.7618,0
CDM,2.0,19935,10.489,4.7612,0
CDM,2.0,26663,10.208,4.7612,0
SIDM1,2.0,20183,10.521,4.7586,0
SIDM1,1.0,57645,10.020,4.7577,0
SIDM1,2.0,27125,10.205,4.7556,0
CDM,1.0,60888,9.976,4.7553,0
vSIDM,1.0,38274,10.906,4.7553,0
CDM,1.0,55431,10.463,4.7537,0
vSIDM,1.0,55292,10.020,4.7527,0
SIDM1,3.0,14856,10.238,4.7493,0
CDM,2.0,36744,9.974,4.7490,0
vSIDM,2.0,36242,9.776,4.7489,0
CDM,2.0,12984,10.662,4.7483,0
CDM,2.0,28948,10.023,4.7472,0
SIDM1,2.0,24857,10.176,4.7459,0
vSIDM,1.0,55463,10.137,4.7413,0
CDM,3.0,640,11.338,4.7400,0
SIDM1,2.0,31279,9.952,4.7389,0
vSIDM,3.0,18543,9.794,4.7351,0
SIDM1,1.0,64847,10.122,4.7308,0
CDM,4.0,5584,10.143,4.7280,0
SIDM1,2.0,19530,10.543,4.7268,0
vSIDM,1.0,40269,10.517,4.7130,0
SIDM1,2.0,35279,9.900,4.7125,0
vSIDM,3.0,13168,10.068,4.7107,0
CDM,2.0,30016,9.977,4.7088,0
vSIDM,2.0,26401,10.007,4.7083,0
CDM,1.0,56556,10.372,4.7082,0
vSIDM,2.0,27079,10.386,4.7038,0
vSIDM,2.0,10064,11.147,4.7037,0
CDM,1.0,30185,11.242,4.7034,0
SIDM1,1.0,59712,10.251,4.7023,0
vSIDM,2.0,35303,9.841,4.6981,0
CDM,2.0,29451,10.395,4.6957,0
vSIDM,2.0,11189,10.998,4.6905,0
CDM,2.0,39620,9.811,4.6895,0
vSIDM,3.0,18490,10.073,4.6845,0
SIDM1,2.0,28475,10.202,4.6795,0
vSIDM,2.0,13154,10.672,4.6777,0
vSIDM,1.0,18992,11.187,4.6767,0
CDM,4.0,2663,10.394,4.6750,0
CDM,2.0,32748,10.172,4.6739,0
CDM,1.0,53887,10.229,4.6724,0
CDM,3.0,16237,9.984,4.6691,0
SIDM1,2.0,17331,10.812,4.6687,0
CDM,2.0,37514,10.152,4.6681,0
CDM,2.0,25278,10.597,4.6651,0
SIDM1,2.0,31230,9.782,4.6533,0
vSIDM,1.0,55072,10.217,4.6499,0
SIDM1,2.0,21057,10.733,4.6457,0
SIDM1,3.0,11879,10.497,4.6437,0
CDM,3.0,16650,9.917,4.6416,0
vSIDM,2.0,28277,10.194,4.6397,0
CDM,1.0,68729,9.743,4.6378,0
SIDM1,1.0,64749,10.112,4.6374,0
SIDM1,3.0,12581,9.901,4.6373,0
SIDM1,3.0,4341,10.706,4.6345,0
CDM,1.0,40057,10.912,4.6342,0
SIDM1,3.0,14585,9.961,4.6323,0
vSIDM,3.0,16396,9.886,4.6313,0
CDM,2.0,18256,10.052,4.6311,0
vSIDM,0.5,67792,10.193,4.6308,0
vSIDM,2.0,26282,10.217,4.6296,0
CDM,1.0,64807,10.138,4.6295,0
vSIDM,2.0,21950,10.242,4.6279,0
vSIDM,1.0,55905,10.042,4.6264,0
vSIDM,2.0,45097,9.792,4.6207,0
vSIDM,1.0,63677,9.796,4.6187,0
vSIDM,2.0,35597,9.926,4.6178,0
vSIDM,3.0,5954,10.740,4.6159,0
SIDM1,2.0,32183,9.907,4.6147,0
CDM,3.0,11281,10.136,4.6130,0
CDM,1.0,56924,10.447,4.6066,0
CDM,0.5,71047,10.626,4.6051,0
vSIDM,2.0,36210,9.876,4.6050,0
SIDM1,2.0,34713,9.905,4.6024,0
vSIDM,2.0,17326,10.698,4.5910,0
CDM,2.0,36795,9.892,4.5884,0
CDM,1.0,59974,10.445,4.5875,0
SIDM1,1.0,55330,10.434,4.5869,0
vSIDM,1.0,51986,10.450,4.5867,0
CDM,2.0,22222,10.466,4.5863,0
vSIDM,3.0,12726,10.019,4.5847,0
SIDM1,1.0,56336,10.409,4.5835,0
CDM,2.0,40262,9.744,4.5774,0
vSIDM,0.5,73611,10.172,4.5730,0
SIDM1,1.0,63642,10.139,4.5719,0
CDM,1.0,68287,9.983,4.5709,0
vSIDM,2.0,31937,10.160,4.5684,0
CDM,1.0,49193,10.588,4.5677,0
SIDM1,2.0,36623,9.862,4.5654,0
CDM,1.0,30716,10.982,4.5621,0
CDM,3.0,8592,10.547,4.5608,0
CDM,3.0,4014,10.903,4.5567,0
vSIDM,3.0,8718,10.541,4.5511,0
SIDM1,1.0,64915,10.155,4.5509,0
vSIDM,2.0,21221,9.914,4.5503,0
vSIDM,1.0,20329,11.540,4.5481,0
SIDM1,2.0,30876,10.183,4.5477,0
CDM,0.5,47931,10.983,4.5446,0
vSIDM,3.0,16822,9.941,4.5446,0
CDM,1.0,55224,10.390,4.5444,0
CDM,0.5,65268,10.679,4.5430,0
vSIDM,3.0,16438,9.795,4.5412,0
CDM,2.0,41258,9.938,4.5410,0
vSIDM,2.0,24801,10.187,4.5357,0
CDM,1.0,43511,10.457,4.5346,0
CDM,2.0,24157,10.270,4.5319,0
vSIDM,1.0,46864,10.562,4.5310,0
vSIDM,2.0,29884,9.932,4.5279,0
SIDM1,2.0,27699,10.106,4.5267,0
vSIDM,1.0,47415,10.683,4.5248,0
CDM,1.0,44947,10.665,4.5206,0
SIDM1,2.0,34939,9.890,4.5144,0
CDM,3.0,16461,10.010,4.5134,0
SIDM1,2.0,42607,9.970,4.5119,0
SIDM1,1.0,67676,9.950,4.5111,0
vSIDM,2.0,41720,9.782,4.5067,0
vSIDM,2.0,15899,10.421,4.5006,0
vSIDM,0.5,66938,10.565,4.5002,0
SIDM1,1.0,58355,10.197,4.5000,0
CDM,2.0,29676,10.368,4.4967,0
CDM,1.0,52076,10.496,4.4934,0
CDM,1.0,38314,10.689,4.4927,0
vSIDM,2.0,37554,10.022,4.4872,0
SIDM1,1.0,41585,10.750,4.4872,0
vSIDM,1.0,52811,10.066,4.4869,0
SIDM1,3.0,14903,10.090,4.4834,0
CDM,0.5,86423,9.993,4.4834,0
CDM,3.0,9682,10.535,4.4831,0
SIDM1,3.0,21859,9.776,4.4826,0
SIDM1,3.0,14193,9.794,4.4818,0
SIDM1,2.0,29477,10.106,4.4797,0
vSIDM,2.0,9033,11.031,4.4770,0
vSIDM,1.0,52874,10.438,4.4751,0
vSIDM,2.0,35086,9.781,4.4749,0
vSIDM,1.0,46566,10.510,4.4711,0
SIDM1,2.0,30217,10.237,4.4685,0
SIDM1,2.0,28259,10.294,4.4639,0
CDM,1.0,63426,10.244,4.4609,0
vSIDM,2.0,34564,9.927,4.4593,0
CDM,1.0,56476,10.407,4.4576,0
CDM,2.0,25163,10.048,4.4571,0
vSIDM,1.0,46940,10.525,4.4568,0
vSIDM,3.0,10886,10.470,4.4505,0
vSIDM,3.0,15547,9.932,4.4489,0
SIDM1,2.0,22235,10.569,4.4473,0
SIDM1,1.0,58302,10.177,4.4459,0
SIDM1,3.0,14635,10.166,4.4447,0
CDM,1.0,36352,10.945,4.4416,0
vSIDM,2.0,29810,10.206,4.4333,0
SIDM1,1.0,47883,10.573,4.4302,0
vSIDM,2.0,16516,10.648,4.4247,0
SIDM1,0.5,66917,10.505,4.4216,0
vSIDM,2.0,30395,9.990,4.4208,0
vSIDM,2.0,29678,10.084,4.4202,0
CDM,3.0,11364,10.528,4.4191,0
vSIDM,0.5,63856,10.705,4.4176,0
SIDM1,1.0,36546,10.817,4.4111,0
vSIDM,1.0,55706,10.253,4.4101,0
SIDM1,0.5,81104,9.864,4.4056,0
CDM,2.0,18676,10.720,4.4033,0
CDM,3.0,6681,10.742,4.4020,0
vSIDM,3.0,17414,9.799,4.4011,0
CDM,2.0,24893,9.998,4.3999,0
vSIDM,2.0,30749,9.937,4.3982,0
CDM,2.0,36466,9.857,4.3960,0
CDM,2.0,40591,9.890,4.3950,0
SIDM1,2.0,46533,9.850,4.3932,0
SIDM1,2.0,32135,10.183,4.3911,0
CDM,1.0,73711,9.859,4.3906,0
CDM,1.0,16379,11.396,4.3903,0
vSIDM,2.0,32177,10.002,4.3891,0
SIDM1,1.0,62115,10.200,4.3880,0
CDM,2.0,21834,10.715,4.3876,0
vSIDM,2.0,31855,10.097,4.3865,0
CDM,2.0,27323,10.048,4.3833,0
vSIDM,1.0,47993,10.658,4.3789,0
CDM,1.0,43662,10.709,4.3771,0
CDM,2.0,31716,9.891,4.3767,0
SIDM1,1.0,43630,10.763,4.3736,0
SIDM1,1.0,65853,10.197,4.3712,0
vSIDM,2.0,27811,9.868,4.3692,0
vSIDM,1.0,54398,10.183,4.3689,0
SIDM1,2.0,24094,10.097,4.3675,0
vSIDM,2.0,20212,10.247,4.3616,0
CDM,2.0,37062,9.965,4.3612,0
vSIDM,2.0,21437,10.405,4.3593,0
vSIDM,1.0,51930,10.311,4.3586,0
SIDM1,2.0,15095,10.739,4.3570,0
SIDM1,2.0,16638,10.614,4.3547,0
vSIDM,0.5,50238,10.838,4.3539,0
SIDM1,3.0,17166,9.999,4.3533,0
CDM,2.0,25084,10.130,4.3514,0
SIDM1,1.0,63423,10.133,4.3498,0
vSIDM,3.0,12444,9.865,4.3483,0
vSIDM,1.0,47708,10.502,4.3480,0
vSIDM,2.0,20578,10.005,4.3478,0
vSIDM,4.0,2422,10.125,4.3442,0
SIDM1,2.0,21870,10.152,4.3441,0
CDM,1.0,70638,10.186,4.3435,0
CDM,2.0,29158,10.185,4.3432,0
vSIDM,3.0,17659,9.836,4.3423,0
vSIDM,1.0,45223,10.707,4.3406,0
vSIDM,2.0,18186,10.511,4.3384,0
vSIDM,2.0,42017,9.753,4.3381,0
vSIDM,2.0,23983,10.341,4.3340,0
SIDM1,1.0,60573,10.243,4.3336,0
CDM,1.0,61271,10.169,4.3309,0
vSIDM,1.0,50387,10.480,4.3289,0
SIDM1,1.0,28575,10.996,4.3276,0
SIDM1,1.0,60373,10.220,4.3265,0
SIDM1,0.5,81340,10.272,4.3262,0
vSIDM,1.0,38857,10.653,4.3221,0
SIDM1,1.0,53327,10.294,4.3156,0
SIDM1,1.0,57745,10.391,4.3155,0
SIDM1,2.0,28642,10.104,4.3144,0
SIDM1,2.0,43710,9.997,4.3131,0
vSIDM,1.0,56078,9.868,4.3122,0
SIDM1,2.0,23358,10.498,4.3113,0
CDM,0.5,83967,10.133,4.3104,0
SIDM1,1.0,55135,10.528,4.3101,0
SIDM1,1.0,67220,9.807,4.3082,0
CDM,1.0,18284,11.402,4.3053,0
CDM,1.0,35589,10.792,4.3040,0
vSIDM,2.0,32089,10.059,4.3009,0
vSIDM,0.5,70121,10.449,4.2995,0
vSIDM,0.5,72018,10.483,4.2980,0
vSIDM,2.0,38382,9.798,4.2976,0
vSIDM,1.0,65587,9.781,4.2952,0
CDM,1.0,46690,10.171,4.2951,0
SIDM1,2.0,19165,10.662,4.2933,0
SIDM1,2.0,41056,9.912,4.2922,0
SIDM1,2.0,38835,9.785,4.2887,0
vSIDM,2.0,26864,10.169,4.2878,0
CDM,2.0,35716,9.841,4.2868,0
SIDM1,2.0,23060,10.311,4.2805,0
vSIDM,1.0,68233,9.820,4.2775,0
SIDM1,0.5,65731,10.431,4.2752,0
SIDM1,0.5,81573,10.200,4.2750,0
SIDM1,1.0,64496,10.343,4.2738,0
CDM,2.0,34828,10.239,4.2720,0
SIDM1,2.0,40737,9.751,4.2708,0
SIDM1,1.0,49743,10.598,4.2705,0
